label	lastfm_URI	DBpedia16_URI
Garth Brooks	http://www.last.fm/music/Garth+Brooks	http://dbpedia.org/resource/Garth_Brooks
Billy Joel	http://www.last.fm/music/Billy+Joel	http://dbpedia.org/resource/Billy_Joel
Howard Shore	http://www.last.fm/music/Howard+Shore	http://dbpedia.org/resource/Howard_Shore
Brooks & Dunn	http://www.last.fm/music/Brooks%2B%2526%2BDunn	http://dbpedia.org/resource/Brooks_&_Dunn
Josh Turner	http://www.last.fm/music/Josh+Turner	http://dbpedia.org/resource/Josh_Turner
Tim McGraw	http://www.last.fm/music/Tim+McGraw	http://dbpedia.org/resource/Tim_McGraw
Faith Hill	http://www.last.fm/music/Faith+Hill	http://dbpedia.org/resource/Faith_Hill
Toby Keith	http://www.last.fm/music/Toby+Keith	http://dbpedia.org/resource/Toby_Keith
Nat King Cole	http://www.last.fm/music/Nat+King+Cole	http://dbpedia.org/resource/Nat_King_Cole
Glenn Miller	http://www.last.fm/music/Glenn+Miller	http://dbpedia.org/resource/Glenn_Miller
João Gilberto	http://www.last.fm/music/Jo%C3%A3o+Gilberto	
Reik	http://www.last.fm/music/Reik	http://dbpedia.org/resource/Reik
Boston	http://www.last.fm/music/Boston	http://dbpedia.org/resource/Boston_(band)
George Strait	http://www.last.fm/music/George+Strait	http://dbpedia.org/resource/George_Strait
Alan Jackson	http://www.last.fm/music/Alan+Jackson	http://dbpedia.org/resource/Alan_Jackson
Peter Gabriel	http://www.last.fm/music/Peter+Gabriel	http://dbpedia.org/resource/Peter_Gabriel
Throbbing Gristle	http://www.last.fm/music/Throbbing+Gristle	http://dbpedia.org/resource/Throbbing_Gristle
Current 93	http://www.last.fm/music/Current+93	http://dbpedia.org/resource/Current_93
Foetus	http://www.last.fm/music/Foetus	http://dbpedia.org/resource/Foetus_(band)
Fantômas	http://www.last.fm/music/Fant%C3%B4mas	
Captain Beefheart & His Magic Band	http://www.last.fm/music/Captain%2BBeefheart%2B%2526%2BHis%2BMagic%2BBand	http://dbpedia.org/resource/Captain_Beefheart
Danny Elfman	http://www.last.fm/music/Danny+Elfman	http://dbpedia.org/resource/Danny_Elfman
The Birthday Party	http://www.last.fm/music/The+Birthday+Party	http://dbpedia.org/resource/The_Birthday_Party_(band)
Psychic TV	http://www.last.fm/music/Psychic+TV	http://dbpedia.org/resource/Psychic_TV
Happy Mondays	http://www.last.fm/music/Happy+Mondays	http://dbpedia.org/resource/Happy_Mondays
Public Image Ltd.	http://www.last.fm/music/Public+Image+Ltd.	http://dbpedia.org/resource/Public_Image_Ltd
The Specials	http://www.last.fm/music/The+Specials	http://dbpedia.org/resource/The_Specials
Mike Patton	http://www.last.fm/music/Mike+Patton	http://dbpedia.org/resource/Mike_Patton
Mr. Bungle	http://www.last.fm/music/Mr.+Bungle	http://dbpedia.org/resource/Mr._Bungle
Basshunter	http://www.last.fm/music/Basshunter	http://dbpedia.org/resource/Basshunter
Scooter	http://www.last.fm/music/Scooter	http://dbpedia.org/resource/Scooter_(band)
Agnieszka Chylińska	http://www.last.fm/music/Agnieszka+Chyli%C5%84ska	
Spice Girls	http://www.last.fm/music/Spice+Girls	http://dbpedia.org/resource/Spice_Girls
Mando Diao	http://www.last.fm/music/Mando+Diao	http://dbpedia.org/resource/Mando_Diao
Sunrise Avenue	http://www.last.fm/music/Sunrise+Avenue	http://dbpedia.org/resource/Sunrise_Avenue
Morrissey	http://www.last.fm/music/Morrissey	http://dbpedia.org/resource/Morrissey
Super Furry Animals	http://www.last.fm/music/Super+Furry+Animals	http://dbpedia.org/resource/Super_Furry_Animals
The Drums	http://www.last.fm/music/The+Drums	http://dbpedia.org/resource/The_Drums
Wild Nothing	http://www.last.fm/music/Wild+Nothing	http://dbpedia.org/resource/Wild_Nothing
LCD Soundsystem	http://www.last.fm/music/LCD+Soundsystem	http://dbpedia.org/resource/LCD_Soundsystem
Graham Coxon	http://www.last.fm/music/Graham+Coxon	http://dbpedia.org/resource/Graham_Coxon
The Pains of Being Pure at Heart	http://www.last.fm/music/The+Pains+of+Being+Pure+at+Heart	http://dbpedia.org/resource/The_Pains_of_Being_Pure_at_Heart
Beady Eye	http://www.last.fm/music/Beady+Eye	http://dbpedia.org/resource/Beady_Eye
Best Coast	http://www.last.fm/music/Best+Coast	http://dbpedia.org/resource/Best_Coast
My Bloody Valentine	http://www.last.fm/music/My+Bloody+Valentine	http://dbpedia.org/resource/My_Bloody_Valentine_(band)
Lolene	http://www.last.fm/music/Lolene	http://dbpedia.org/resource/Lolene
KT Tunstall	http://www.last.fm/music/KT+Tunstall	http://dbpedia.org/resource/KT_Tunstall
Paula Fernandes	http://www.last.fm/music/Paula+Fernandes	http://dbpedia.org/resource/Paula_Fernandes
Vanessa Carlton	http://www.last.fm/music/Vanessa+Carlton	http://dbpedia.org/resource/Vanessa_Carlton
Wanessa	http://www.last.fm/music/Wanessa	http://dbpedia.org/resource/Wanessa
Culture Club	http://www.last.fm/music/Culture+Club	http://dbpedia.org/resource/Culture_Club
Hall & Oates	http://www.last.fm/music/Hall%2B%2526%2BOates	http://dbpedia.org/resource/Tally_Hall
The Power Station	http://www.last.fm/music/The+Power+Station	http://dbpedia.org/resource/Power_Station_(Taiwanese_band)
Toto	http://www.last.fm/music/Toto	http://dbpedia.org/resource/Toto_(band)
Kajagoogoo	http://www.last.fm/music/Kajagoogoo	http://dbpedia.org/resource/Kajagoogoo
Arcadia	http://www.last.fm/music/Arcadia	http://dbpedia.org/resource/Arcadia_(band)
Extreme	http://www.last.fm/music/Extreme	http://dbpedia.org/resource/Extreme_(band)
Styx	http://www.last.fm/music/Styx	http://dbpedia.org/resource/Styx_(band)
Minus the Bear	http://www.last.fm/music/Minus+the+Bear	http://dbpedia.org/resource/Minus_the_Bear
The Appleseed Cast	http://www.last.fm/music/The+Appleseed+Cast	http://dbpedia.org/resource/The_Appleseed_Cast
The Fall of Troy	http://www.last.fm/music/The+Fall+of+Troy	http://dbpedia.org/resource/The_Fall_of_Troy
Protest The Hero	http://www.last.fm/music/Protest+The+Hero	http://dbpedia.org/resource/Protest_the_Hero
Between the Buried and Me	http://www.last.fm/music/Between+the+Buried+and+Me	http://dbpedia.org/resource/Between_the_Buried_and_Me
Biffy Clyro	http://www.last.fm/music/Biffy+Clyro	http://dbpedia.org/resource/Biffy_Clyro
Foals	http://www.last.fm/music/Foals	http://dbpedia.org/resource/Foals
Rogue Wave	http://www.last.fm/music/Rogue+Wave	http://dbpedia.org/resource/Rogue_Wave_(band)
toe	http://www.last.fm/music/toe	http://dbpedia.org/resource/Toe_(band)
Born of Osiris	http://www.last.fm/music/Born+of+Osiris	http://dbpedia.org/resource/Born_of_Osiris
Late of the Pier	http://www.last.fm/music/Late+of+the+Pier	http://dbpedia.org/resource/Late_of_the_Pier
The Maccabees	http://www.last.fm/music/The+Maccabees	http://dbpedia.org/resource/The_Maccabees_(band)
Battles	http://www.last.fm/music/Battles	http://dbpedia.org/resource/Battles_(band)
SikTh	http://www.last.fm/music/SikTh	http://dbpedia.org/resource/Sikth
Slash	http://www.last.fm/music/Slash	http://dbpedia.org/resource/Slash_(musician)
will.i.am	http://www.last.fm/music/will.i.am	http://dbpedia.org/resource/Will.i.am
We Are Scientists	http://www.last.fm/music/We+Are+Scientists	http://dbpedia.org/resource/We_Are_Scientists
Mystery Jets	http://www.last.fm/music/Mystery+Jets	http://dbpedia.org/resource/Mystery_Jets
Delphic	http://www.last.fm/music/Delphic	http://dbpedia.org/resource/Delphic
Bonobo	http://www.last.fm/music/Bonobo	http://dbpedia.org/resource/Bonobo_(musician)
The Stone Roses	http://www.last.fm/music/The+Stone+Roses	http://dbpedia.org/resource/The_Stone_Roses
The Script	http://www.last.fm/music/The+Script	http://dbpedia.org/resource/The_Script
City and Colour	http://www.last.fm/music/City+and+Colour	http://dbpedia.org/resource/City_and_Colour
UB40	http://www.last.fm/music/UB40	http://dbpedia.org/resource/UB40
The Temper Trap	http://www.last.fm/music/The+Temper+Trap	http://dbpedia.org/resource/The_Temper_Trap
The Vaccines	http://www.last.fm/music/The+Vaccines	http://dbpedia.org/resource/The_Vaccines
Newton Faulkner	http://www.last.fm/music/Newton+Faulkner	http://dbpedia.org/resource/Newton_Faulkner
Razorlight	http://www.last.fm/music/Razorlight	http://dbpedia.org/resource/Razorlight
Nouvelle Vague	http://www.last.fm/music/Nouvelle+Vague	http://dbpedia.org/resource/Nouvelle_Vague_(band)
Pierce the Veil	http://www.last.fm/music/Pierce+the+Veil	http://dbpedia.org/resource/Pierce_the_Veil
Before Their Eyes	http://www.last.fm/music/Before+Their+Eyes	http://dbpedia.org/resource/Before_Their_Eyes
VersaEmerge	http://www.last.fm/music/VersaEmerge	http://dbpedia.org/resource/Versa_(band)
We Came As Romans	http://www.last.fm/music/We+Came+As+Romans	http://dbpedia.org/resource/We_Came_as_Romans
Frank Zappa	http://www.last.fm/music/Frank+Zappa	http://dbpedia.org/resource/Frank_Zappa
Barenaked Ladies	http://www.last.fm/music/Barenaked+Ladies	http://dbpedia.org/resource/Barenaked_Ladies
Randy Newman	http://www.last.fm/music/Randy+Newman	http://dbpedia.org/resource/Randy_Newman
Ben Folds	http://www.last.fm/music/Ben+Folds	http://dbpedia.org/resource/Ben_Folds
The Weakerthans	http://www.last.fm/music/The+Weakerthans	http://dbpedia.org/resource/The_Weakerthans
Elvis Costello	http://www.last.fm/music/Elvis+Costello	http://dbpedia.org/resource/Elvis_Costello
Paul Simon	http://www.last.fm/music/Paul+Simon	http://dbpedia.org/resource/Paul_Simon_(UK_musician)
Rufus Wainwright	http://www.last.fm/music/Rufus+Wainwright	http://dbpedia.org/resource/Rufus_Wainwright
Elvis Costello & The Attractions	http://www.last.fm/music/Elvis%2BCostello%2B%2526%2BThe%2BAttractions	http://dbpedia.org/resource/Elvis_Costello
Stephen Sondheim	http://www.last.fm/music/Stephen+Sondheim	http://dbpedia.org/resource/Stephen_Sondheim
Sublime	http://www.last.fm/music/Sublime	http://dbpedia.org/resource/Sublime_(band)
Ella Fitzgerald	http://www.last.fm/music/Ella+Fitzgerald	http://dbpedia.org/resource/Ella_Fitzgerald
Ben Folds Five	http://www.last.fm/music/Ben+Folds+Five	http://dbpedia.org/resource/Ben_Folds_Five
Neko Case	http://www.last.fm/music/Neko+Case	http://dbpedia.org/resource/Neko_Case
Calexico	http://www.last.fm/music/Calexico	http://dbpedia.org/resource/Calexico_(band)
Thursday	http://www.last.fm/music/Thursday	http://dbpedia.org/resource/Thursday_(band)
Alexander Rybak	http://www.last.fm/music/Alexander+Rybak	http://dbpedia.org/resource/Alexander_Rybak
Manga	http://www.last.fm/music/Manga	http://dbpedia.org/resource/Manga_(band)
The Classic Crime	http://www.last.fm/music/The+Classic+Crime	http://dbpedia.org/resource/The_Classic_Crime
A Rocket to the Moon	http://www.last.fm/music/A+Rocket+to+the+Moon	http://dbpedia.org/resource/A_Rocket_to_the_Moon
Bloodbath	http://www.last.fm/music/Bloodbath	http://dbpedia.org/resource/Bloodbath
Reação em Cadeia	http://www.last.fm/music/Rea%C3%A7%C3%A3o+em+Cadeia	
Bidê ou Balde	http://www.last.fm/music/Bid%C3%AA+ou+Balde	
Anberlin	http://www.last.fm/music/Anberlin	http://dbpedia.org/resource/Anberlin
Lordi	http://www.last.fm/music/Lordi	http://dbpedia.org/resource/Lordi
The Cab	http://www.last.fm/music/The+Cab	http://dbpedia.org/resource/The_Cab
This Providence	http://www.last.fm/music/This+Providence	http://dbpedia.org/resource/This_Providence
The Flashbulb	http://www.last.fm/music/The+Flashbulb	http://dbpedia.org/resource/Benn_Jordan
Amon Tobin	http://www.last.fm/music/Amon+Tobin	http://dbpedia.org/resource/Amon_Tobin
µ-Ziq	http://www.last.fm/music/%C2%B5-Ziq	
Chris Clark	http://www.last.fm/music/Chris+Clark	http://dbpedia.org/resource/Chris_Clark_(musician)
Kettel	http://www.last.fm/music/Kettel	http://dbpedia.org/resource/Kettel
Clark	http://www.last.fm/music/Clark	
Plaid	http://www.last.fm/music/Plaid	http://dbpedia.org/resource/Plaid_(band)
Ellen Allien & Apparat	http://www.last.fm/music/Ellen%2BAllien%2B%2526%2BApparat	http://dbpedia.org/resource/Ellen_Allien
Tycho	http://www.last.fm/music/Tycho	http://dbpedia.org/resource/Tycho_(musician)
Bola	http://www.last.fm/music/Bola	http://dbpedia.org/resource/Darrell_Fitton
The Future Sound of London	http://www.last.fm/music/The+Future+Sound+of+London	http://dbpedia.org/resource/The_Future_Sound_of_London
Wagon Christ	http://www.last.fm/music/Wagon+Christ	http://dbpedia.org/resource/Luke_Vibert
Telefon Tel Aviv	http://www.last.fm/music/Telefon+Tel+Aviv	http://dbpedia.org/resource/Telefon_Tel_Aviv
Sabrepulse	http://www.last.fm/music/Sabrepulse	
Public Enemy	http://www.last.fm/music/Public+Enemy	http://dbpedia.org/resource/Public_Enemy_(group)
Кровосток	http://www.last.fm/music/%D0%9A%D1%80%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D0%BA	
Bondage Fairies	http://www.last.fm/music/Bondage+Fairies	
The Rapture	http://www.last.fm/music/The+Rapture	http://dbpedia.org/resource/The_Rapture_(band)
Parov Stelar	http://www.last.fm/music/Parov+Stelar	http://dbpedia.org/resource/Parov_Stelar
DJ Shadow	http://www.last.fm/music/DJ+Shadow	http://dbpedia.org/resource/DJ_Shadow
Set Your Goals	http://www.last.fm/music/Set+Your+Goals	http://dbpedia.org/resource/Set_Your_Goals_(band)
Ляпис Трубецкой	http://www.last.fm/music/%D0%9B%D1%8F%D0%BF%D0%B8%D1%81+%D0%A2%D1%80%D1%83%D0%B1%D0%B5%D1%86%D0%BA%D0%BE%D0%B9	
Bloodhound Gang	http://www.last.fm/music/Bloodhound+Gang	http://dbpedia.org/resource/Bloodhound_Gang
Steppenwolf	http://www.last.fm/music/Steppenwolf	http://dbpedia.org/resource/Steppenwolf_(band)
Ногу Свело!	http://www.last.fm/music/%D0%9D%D0%BE%D0%B3%D1%83+%D0%A1%D0%B2%D0%B5%D0%BB%D0%BE%21	
Machine Head	http://www.last.fm/music/Machine+Head	http://dbpedia.org/resource/Machine_Head_(band)
Korpiklaani	http://www.last.fm/music/Korpiklaani	http://dbpedia.org/resource/Korpiklaani
Дельфин	http://www.last.fm/music/%D0%94%D0%B5%D0%BB%D1%8C%D1%84%D0%B8%D0%BD	
Deathspell Omega	http://www.last.fm/music/Deathspell+Omega	http://dbpedia.org/resource/Deathspell_Omega
Decapitated	http://www.last.fm/music/Decapitated	http://dbpedia.org/resource/Decapitated_(band)
Vader	http://www.last.fm/music/Vader	http://dbpedia.org/resource/Vader_(band)
Russian Circles	http://www.last.fm/music/Russian+Circles	http://dbpedia.org/resource/Russian_Circles
Blut aus Nord	http://www.last.fm/music/Blut+aus+Nord	http://dbpedia.org/resource/Blut_Aus_Nord
dredg	http://www.last.fm/music/dredg	http://dbpedia.org/resource/Dredg
Vains of Jenna	http://www.last.fm/music/Vains+of+Jenna	http://dbpedia.org/resource/Vains_of_Jenna
Lenny Kravitz	http://www.last.fm/music/Lenny+Kravitz	http://dbpedia.org/resource/Lenny_Kravitz
Hanoi Rocks	http://www.last.fm/music/Hanoi+Rocks	http://dbpedia.org/resource/Hanoi_Rocks
Sixx:A.M.	http://www.last.fm/music/Sixx%3AA.M.	http://dbpedia.org/resource/Sixx:A.M.
Janis Joplin	http://www.last.fm/music/Janis+Joplin	http://dbpedia.org/resource/Janis_Joplin
Whitesnake	http://www.last.fm/music/Whitesnake	http://dbpedia.org/resource/Whitesnake
Joan Jett and the Blackhearts	http://www.last.fm/music/Joan+Jett+and+the+Blackhearts	http://dbpedia.org/resource/Joan_Jett
Velvet Revolver	http://www.last.fm/music/Velvet+Revolver	http://dbpedia.org/resource/Velvet_Revolver
CRASHDÏET	http://www.last.fm/music/CRASHD%C3%8FET	
Alter Bridge	http://www.last.fm/music/Alter+Bridge	http://dbpedia.org/resource/Alter_Bridge
Mr. Big	http://www.last.fm/music/Mr.+Big	http://dbpedia.org/resource/Mr._Big_(American_band)
f(x)	http://www.last.fm/music/f%28x%29	http://dbpedia.org/resource/F(x)_(band)
High School Musical	http://www.last.fm/music/High+School+Musical	
MBLAQ	http://www.last.fm/music/MBLAQ	http://dbpedia.org/resource/MBLAQ
Xploding Plastix	http://www.last.fm/music/Xploding+Plastix	http://dbpedia.org/resource/Xploding_Plastix
Dub FX	http://www.last.fm/music/Dub+FX	http://dbpedia.org/resource/Dub_FX
Maxïmo Park	http://www.last.fm/music/Max%C3%AFmo+Park	
Cult of Luna	http://www.last.fm/music/Cult+of+Luna	http://dbpedia.org/resource/Cult_of_Luna
The Bloody Beetroots	http://www.last.fm/music/The+Bloody+Beetroots	http://dbpedia.org/resource/The_Bloody_Beetroots
Sakura	http://www.last.fm/music/Sakura	http://dbpedia.org/resource/Sakura_(musician)
The Dead Weather	http://www.last.fm/music/The+Dead+Weather	http://dbpedia.org/resource/The_Dead_Weather
Eagles of Death Metal	http://www.last.fm/music/Eagles+of+Death+Metal	http://dbpedia.org/resource/Eagles_of_Death_Metal
Paul Kalkbrenner	http://www.last.fm/music/Paul+Kalkbrenner	http://dbpedia.org/resource/Paul_Kalkbrenner
Red Sparowes	http://www.last.fm/music/Red+Sparowes	http://dbpedia.org/resource/Red_Sparowes
Flobots	http://www.last.fm/music/Flobots	http://dbpedia.org/resource/Flobots
Kap Bambino	http://www.last.fm/music/Kap+Bambino	http://dbpedia.org/resource/Kap_Bambino
Lynyrd Skynyrd	http://www.last.fm/music/Lynyrd+Skynyrd	http://dbpedia.org/resource/Lynyrd_Skynyrd
Serj Tankian	http://www.last.fm/music/Serj+Tankian	http://dbpedia.org/resource/Serj_Tankian
Scars on Broadway	http://www.last.fm/music/Scars+on+Broadway	http://dbpedia.org/resource/Scars_on_Broadway
Manowar	http://www.last.fm/music/Manowar	http://dbpedia.org/resource/Manowar
Automatic Loveletter	http://www.last.fm/music/Automatic+Loveletter	http://dbpedia.org/resource/Automatic_Loveletter
Dashboard Confessional	http://www.last.fm/music/Dashboard+Confessional	http://dbpedia.org/resource/Dashboard_Confessional
Gym Class Heroes	http://www.last.fm/music/Gym+Class+Heroes	http://dbpedia.org/resource/Gym_Class_Heroes
Stevie Ray Vaughan	http://www.last.fm/music/Stevie+Ray+Vaughan	http://dbpedia.org/resource/Stevie_Ray_Vaughan
Trapt	http://www.last.fm/music/Trapt	http://dbpedia.org/resource/Trapt
Emarosa	http://www.last.fm/music/Emarosa	http://dbpedia.org/resource/Emarosa
Underoath	http://www.last.fm/music/Underoath	http://dbpedia.org/resource/Underoath
Powerman 5000	http://www.last.fm/music/Powerman+5000	http://dbpedia.org/resource/Powerman_5000
Jim Sturgess	http://www.last.fm/music/Jim+Sturgess	
Thin Lizzy	http://www.last.fm/music/Thin+Lizzy	http://dbpedia.org/resource/Thin_Lizzy
Cream	http://www.last.fm/music/Cream	http://dbpedia.org/resource/Cream_(band)
Donovan	http://www.last.fm/music/Donovan	http://dbpedia.org/resource/Donovan
Jace Everett	http://www.last.fm/music/Jace+Everett	http://dbpedia.org/resource/Jace_Everett
Warrant	http://www.last.fm/music/Warrant	http://dbpedia.org/resource/Warrant_(German_band)
Rod Stewart	http://www.last.fm/music/Rod+Stewart	http://dbpedia.org/resource/Rod_Stewart
Stevie Ray Vaughan and Double Trouble	http://www.last.fm/music/Stevie+Ray+Vaughan+and+Double+Trouble	http://dbpedia.org/resource/Stevie_Ray_Vaughan
Rory Gallagher	http://www.last.fm/music/Rory+Gallagher	http://dbpedia.org/resource/Rory_Gallagher
Joe Bonamassa	http://www.last.fm/music/Joe+Bonamassa	http://dbpedia.org/resource/Joe_Bonamassa
Van Morrison	http://www.last.fm/music/Van+Morrison	http://dbpedia.org/resource/Van_Morrison
Buddy Guy	http://www.last.fm/music/Buddy+Guy	http://dbpedia.org/resource/Buddy_Guy
Albert Collins	http://www.last.fm/music/Albert+Collins	http://dbpedia.org/resource/Albert_Collins
The Animals	http://www.last.fm/music/The+Animals	http://dbpedia.org/resource/The_Animals
ZZ Top	http://www.last.fm/music/ZZ+Top	http://dbpedia.org/resource/ZZ_Top
Buddy Holly	http://www.last.fm/music/Buddy+Holly	http://dbpedia.org/resource/Buddy_Holly
"Royce da 5'9"""	http://www.last.fm/music/Royce+da+5%279%22	
Redman	http://www.last.fm/music/Redman	http://dbpedia.org/resource/Redman_(rapper)
Lloyd Banks	http://www.last.fm/music/Lloyd+Banks	http://dbpedia.org/resource/Lloyd_Banks
Busta Rhymes	http://www.last.fm/music/Busta+Rhymes	http://dbpedia.org/resource/Busta_Rhymes
Ghostface Killah	http://www.last.fm/music/Ghostface+Killah	http://dbpedia.org/resource/Ghostface_Killah
Lupe Fiasco	http://www.last.fm/music/Lupe+Fiasco	http://dbpedia.org/resource/Lupe_Fiasco
G-Unit	http://www.last.fm/music/G-Unit	http://dbpedia.org/resource/G-Unit
Big Punisher	http://www.last.fm/music/Big+Punisher	http://dbpedia.org/resource/Big_Pun
Talib Kweli	http://www.last.fm/music/Talib+Kweli	http://dbpedia.org/resource/Talib_Kweli
Iris	http://www.last.fm/music/Iris	http://dbpedia.org/resource/Iris_(American_band)
A Flock of Seagulls	http://www.last.fm/music/A+Flock+of+Seagulls	http://dbpedia.org/resource/A_Flock_of_Seagulls
Naked Eyes	http://www.last.fm/music/Naked+Eyes	http://dbpedia.org/resource/Naked_Eyes
Echo & The Bunnymen	http://www.last.fm/music/Echo%2B%2526%2BThe%2BBunnymen	http://dbpedia.org/resource/Echo_&_the_Bunnymen
JLS	http://www.last.fm/music/JLS	http://dbpedia.org/resource/JLS
Dead by April	http://www.last.fm/music/Dead+by+April	http://dbpedia.org/resource/Dead_by_April
Hinder	http://www.last.fm/music/Hinder	http://dbpedia.org/resource/Hinder
Machinae Supremacy	http://www.last.fm/music/Machinae+Supremacy	http://dbpedia.org/resource/Machinae_Supremacy
Azam Ali	http://www.last.fm/music/Azam+Ali	http://dbpedia.org/resource/Azam_Ali
Adema	http://www.last.fm/music/Adema	http://dbpedia.org/resource/Adema
Eyes Set to Kill	http://www.last.fm/music/Eyes+Set+to+Kill	http://dbpedia.org/resource/Eyes_Set_to_Kill
Pain	http://www.last.fm/music/Pain	http://dbpedia.org/resource/Pain_(musical_project)
Devin Townsend Project	http://www.last.fm/music/Devin+Townsend+Project	http://dbpedia.org/resource/Devin_Townsend
Norther	http://www.last.fm/music/Norther	http://dbpedia.org/resource/Norther
Strapping Young Lad	http://www.last.fm/music/Strapping+Young+Lad	http://dbpedia.org/resource/Strapping_Young_Lad
Insomnium	http://www.last.fm/music/Insomnium	http://dbpedia.org/resource/Insomnium
Murderdolls	http://www.last.fm/music/Murderdolls	http://dbpedia.org/resource/Murderdolls
Wintersun	http://www.last.fm/music/Wintersun	http://dbpedia.org/resource/Wintersun
Hypocrisy	http://www.last.fm/music/Hypocrisy	http://dbpedia.org/resource/Hypocrisy_(band)
Animals as Leaders	http://www.last.fm/music/Animals+as+Leaders	http://dbpedia.org/resource/Animals_as_Leaders
Dokken	http://www.last.fm/music/Dokken	http://dbpedia.org/resource/Dokken
Firewind	http://www.last.fm/music/Firewind	http://dbpedia.org/resource/Firewind
Chamillionaire	http://www.last.fm/music/Chamillionaire	http://dbpedia.org/resource/Chamillionaire
Kris Allen	http://www.last.fm/music/Kris+Allen	http://dbpedia.org/resource/Kris_Allen
Dead by Sunrise	http://www.last.fm/music/Dead+by+Sunrise	http://dbpedia.org/resource/Dead_by_Sunrise
Christina Perri	http://www.last.fm/music/Christina+Perri	http://dbpedia.org/resource/Christina_Perri
The Band Perry	http://www.last.fm/music/The+Band+Perry	http://dbpedia.org/resource/The_Band_Perry
Detonautas Roque Clube	http://www.last.fm/music/Detonautas+Roque+Clube	http://dbpedia.org/resource/Detonautas_Roque_Clube
Claudia Leitte	http://www.last.fm/music/Claudia+Leitte	http://dbpedia.org/resource/Claudia_Leitte
Rosa De Saron	http://www.last.fm/music/Rosa+De+Saron	
HEVO84	http://www.last.fm/music/HEVO84	
Maria Gadú	http://www.last.fm/music/Maria+Gad%C3%BA	
Shontelle	http://www.last.fm/music/Shontelle	http://dbpedia.org/resource/Shontelle
Duke Ellington	http://www.last.fm/music/Duke+Ellington	http://dbpedia.org/resource/Duke_Ellington
The Stooges	http://www.last.fm/music/The+Stooges	http://dbpedia.org/resource/The_Stooges
Louis Armstrong	http://www.last.fm/music/Louis+Armstrong	http://dbpedia.org/resource/Louis_Armstrong
T-Bone Walker	http://www.last.fm/music/T-Bone+Walker	http://dbpedia.org/resource/T-Bone_Walker
The Whitest Boy Alive	http://www.last.fm/music/The+Whitest+Boy+Alive	http://dbpedia.org/resource/The_Whitest_Boy_Alive
Evergreen Terrace	http://www.last.fm/music/Evergreen+Terrace	http://dbpedia.org/resource/Evergreen_Terrace
Converge	http://www.last.fm/music/Converge	http://dbpedia.org/resource/Converge_(band)
Bombay Bicycle Club	http://www.last.fm/music/Bombay+Bicycle+Club	http://dbpedia.org/resource/Bombay_Bicycle_Club
Comeback Kid	http://www.last.fm/music/Comeback+Kid	http://dbpedia.org/resource/Comeback_Kid
The Scene Aesthetic	http://www.last.fm/music/The+Scene+Aesthetic	http://dbpedia.org/resource/The_Scene_Aesthetic
La Dispute	http://www.last.fm/music/La+Dispute	http://dbpedia.org/resource/La_Dispute_(band)
Polar Bear Club	http://www.last.fm/music/Polar+Bear+Club	http://dbpedia.org/resource/Polar_Bear_Club
Have Heart	http://www.last.fm/music/Have+Heart	http://dbpedia.org/resource/Have_Heart
Zемфира	http://www.last.fm/music/Z%D0%B5%D0%BC%D1%84%D0%B8%D1%80%D0%B0	
Би-2	http://www.last.fm/music/%D0%91%D0%B8-2	
Submersed	http://www.last.fm/music/Submersed	http://dbpedia.org/resource/Submersed
Кино	http://www.last.fm/music/%D0%9A%D0%B8%D0%BD%D0%BE	
Ночные Снайперы	http://www.last.fm/music/%D0%9D%D0%BE%D1%87%D0%BD%D1%8B%D0%B5+%D0%A1%D0%BD%D0%B0%D0%B9%D0%BF%D0%B5%D1%80%D1%8B	
The Puppini Sisters	http://www.last.fm/music/The+Puppini+Sisters	http://dbpedia.org/resource/The_Puppini_Sisters
Sin Bandera	http://www.last.fm/music/Sin+Bandera	http://dbpedia.org/resource/Sin_Bandera
Luis Miguel	http://www.last.fm/music/Luis+Miguel	http://dbpedia.org/resource/Luis_Miguel
Ringo Starr	http://www.last.fm/music/Ringo+Starr	http://dbpedia.org/resource/Ringo_Starr
Bonnie Tyler	http://www.last.fm/music/Bonnie+Tyler	http://dbpedia.org/resource/Bonnie_Tyler
Carpenters	http://www.last.fm/music/Carpenters	http://dbpedia.org/resource/The_Carpenters
Paul McCartney & Wings	http://www.last.fm/music/Paul%2BMcCartney%2B%2526%2BWings	http://dbpedia.org/resource/Paul_McCartney's_musical_career
Jesse & Joy	http://www.last.fm/music/Jesse%2B%2526%2BJoy	http://dbpedia.org/resource/Jesse_Stone
Jay Vaquer	http://www.last.fm/music/Jay+Vaquer	http://dbpedia.org/resource/Jay_Vaquer
Relient K	http://www.last.fm/music/Relient+K	http://dbpedia.org/resource/Relient_K
The Click Five	http://www.last.fm/music/The+Click+Five	http://dbpedia.org/resource/The_Click_Five
Colby O'Donis	http://www.last.fm/music/Colby+O%27Donis	http://dbpedia.org/resource/Colby_O'Donis
Sara Bareilles	http://www.last.fm/music/Sara+Bareilles	http://dbpedia.org/resource/Sara_Bareilles
Framing Hanley	http://www.last.fm/music/Framing+Hanley	http://dbpedia.org/resource/Framing_Hanley
Sick Puppies	http://www.last.fm/music/Sick+Puppies	http://dbpedia.org/resource/Sick_Puppies
Dope Stars Inc.	http://www.last.fm/music/Dope+Stars+Inc.	http://dbpedia.org/resource/Dope_Stars_Inc.
