label	LibraryThing_URI	DBpedia16_URI
Safe Word	https://www.librarything.com/work/634281	
Reave the Just and Other Tales	https://www.librarything.com/work/57449	
Avarice	https://www.librarything.com/work/13296097	
Collected Poems, 1909–1962 (1963)	https://www.librarything.com/work/14321	
Hungry for Happiness (2010)	https://www.librarything.com/work/10553367	
Life: A Natural History of the First Four Billion Years of Life on Earth (1997)	https://www.librarything.com/work/176804	http://dbpedia.org/resource/Life:_A_Natural_History_of_the_First_Four_Billion_Years_of_Life_on_Earth
Art of Darkness: Ingenious Performances by Undercover Operators, Con Men,…	https://www.librarything.com/work/5872866	
The PureLights of Ohm Totem: Book I (PureLights Series) (Volume 1)	https://www.librarything.com/work/13612552	
Elephants Can Remember (1972)	https://www.librarything.com/work/15518	http://dbpedia.org/resource/Elephants_Can_Remember
The Marriage of Heaven and Hell (1790)	https://www.librarything.com/work/125775	
Dark Magic	https://www.librarything.com/work/3323610	http://dbpedia.org/resource/Dark_Magic_(novel)
Don't Turn Around	https://www.librarything.com/work/12363347	
The Raven in the Foregate (1986)	https://www.librarything.com/work/36195	
One L	https://www.librarything.com/work/35491	http://dbpedia.org/resource/One_L
A Distant Neighborhood, Volume 1 (2005)	https://www.librarything.com/work/1149113	
Fidel and Che: A Revolutionary Friendship (2009)	https://www.librarything.com/work/7648437	
The Sledding Hill	https://www.librarything.com/work/12175	http://dbpedia.org/resource/The_Sledding_Hill
W.I.T.C.H. Graphic Novel #1: The Power of Friendship	https://www.librarything.com/work/416485	
Leave Myself Behind	https://www.librarything.com/work/385708	
The Quest (2007)	https://www.librarything.com/work/1822701	
Lost to the West: The Forgotten Byzantine Empire That Rescued Western…	https://www.librarything.com/work/8480169	
Blacksad: Somewhere Within the Shadows	https://www.librarything.com/work/908244	
The Falls (2004)	https://www.librarything.com/work/3578	http://dbpedia.org/resource/Salem_Falls
J.R.R. Tolkien: Author of the Century (2000)	https://www.librarything.com/work/5816	
Sixth Column (1941)	https://www.librarything.com/work/18951	http://dbpedia.org/resource/Sixth_Column
Bones to Pick	https://www.librarything.com/work/771412	
The Strange Adventures of Rangergirl	https://www.librarything.com/work/47854	http://dbpedia.org/resource/The_Strange_Adventures_of_Rangergirl
Getting Over It	https://www.librarything.com/work/32482	
Guilty	https://www.librarything.com/work/3374593	
First Day	https://www.librarything.com/work/5876568	
Pork Pie Hat	https://www.librarything.com/work/1175772	
What My Best Friend Did	https://www.librarything.com/work/6623572	
I Am a Soldier, Too: The Jessica Lynch Story	https://www.librarything.com/work/72244	
Arrow of the Blue-Skinned God: Retracing the Ramayana Through India (1992)	https://www.librarything.com/work/182978	
Summer Blonde	https://www.librarything.com/work/8104	
The Boy on Cinnamon Street	https://www.librarything.com/work/11655940	
The City of Your Final Destination	https://www.librarything.com/work/177342	
Dead Lines: A Novel of Life . . . After Death (2004)	https://www.librarything.com/work/156783	
When the Elephants Dance (2002)	https://www.librarything.com/work/305068	
Slightly Invisible	https://www.librarything.com/work/10188013	
Empire	https://www.librarything.com/work/9986458	
Rabbit at Rest (1990)	https://www.librarything.com/work/1317319	http://dbpedia.org/resource/Rabbit_at_Rest
Acceptable Loss	https://www.librarything.com/work/10753382	
Inside Out	https://www.librarything.com/work/9506842	
The Conversations at Curlow Creek (1996)	https://www.librarything.com/work/187543	
Comic Book Tattoo: Tales Inspired by Tori Amos	https://www.librarything.com/work/7247173	
A Moment of Silence	https://www.librarything.com/work/8648088	
Meet Wild Boars	https://www.librarything.com/work/917649	
Merry Hall (1951)	https://www.librarything.com/work/146082	
The Longest Night (2009)	https://www.librarything.com/work/8641454	
Alfred Hitchcock and the Making of Psycho	https://www.librarything.com/work/205368	
Star Wars, Episode I - The Phantom Menace	https://www.librarything.com/work/49864	
The Informers (1994)	https://www.librarything.com/work/7205	
The End of the Wasp Season (2011)	https://www.librarything.com/work/10783040	
Nightswimmer (1994)	https://www.librarything.com/work/128725	
The Nightmare Within	https://www.librarything.com/work/11619135	
Colors of Chaos (1999)	https://www.librarything.com/work/215411	
Chasing Shadows: A Special Agent's Lifelong Hunt to Bring a Cold War… (2012)	https://www.librarything.com/work/10821568	
The Pigeon Has Feelings, Too!	https://www.librarything.com/work/303551	
Sailing to Sarantium (1998)	https://www.librarything.com/work/21665	
Brodeck's Report (2007)	https://www.librarything.com/work/3908465	
Cunt: A Declaration of Independence	https://www.librarything.com/work/3691253	
Now You See It: How the Brain Science of Attention Will Transform the Way…	https://www.librarything.com/work/10876034	
Long Drive Home	https://www.librarything.com/work/11151124	
Helping Me Help Myself: One Skeptic, Ten Self-Help Gurus, and a Year on…	https://www.librarything.com/work/4165227	
Our Hearts Were Young and Gay (1942)	https://www.librarything.com/work/93875	
Three Act Tragedy (1934)	https://www.librarything.com/work/56623	http://dbpedia.org/resource/Three_Act_Tragedy
The Starry Rift	https://www.librarything.com/work/4290481	
The Affirmation (1981)	https://www.librarything.com/work/2360908	
The Broke Diaries: The Completely True and Hilarious Misadventures of a…	https://www.librarything.com/work/43384	
Tricked	https://www.librarything.com/work/11772814	
The Blank Wall (1947)	https://www.librarything.com/work/1805207	
Wings (1990)	https://www.librarything.com/work/1044507	http://dbpedia.org/resource/Wings_of_Fire
Why Darwin Matters (2006)	https://www.librarything.com/work/1331884	http://dbpedia.org/resource/Why_Darwin_Matters
A New Song (1999)	https://www.librarything.com/work/19993	
This Will Kill You: A Guide to the Ways in Which We Go (2009)	https://www.librarything.com/work/8187173	
Akata Witch (2011)	https://www.librarything.com/work/10558291	
Vidalia in Paris	https://www.librarything.com/work/5968320	
Free Stuff Everyday	https://www.librarything.com/work/12812012	
My Sister is a Werewolf	https://www.librarything.com/work/3293591	
Buying a Fishing Rod for My Grandfather	https://www.librarything.com/work/467414	
Six Walks in the Fictional Woods	https://www.librarything.com/work/23516	http://dbpedia.org/resource/Six_Walks_in_the_Fictional_Woods
Courtesans and Fishcakes: The Consuming Passions of Classical Athens (1997)	https://www.librarything.com/work/3730	
Marcovaldo or The Seasons in the City (1963)	https://www.librarything.com/work/18027	
Montalbano's First Case (2004)	https://www.librarything.com/work/484364	
The Watcher in the Shadows (2005)	https://www.librarything.com/work/3853416	
The Boat (1973)	https://www.librarything.com/work/210923	
The Debt to Pleasure (1996)	https://www.librarything.com/work/10140	
Adios, Nirvana	https://www.librarything.com/work/9790820	
Double Tap	https://www.librarything.com/work/72782	
What's Up, What's Down?	https://www.librarything.com/work/864312	
Remember Me (2003)	https://www.librarything.com/work/122678	
Bad Cat: 244 Not-So-Pretty Kitties And Cats Gone Bad (2004)	https://www.librarything.com/work/8376	
Beguiling the Beauty	https://www.librarything.com/work/11853561	
Trance	https://www.librarything.com/work/10584347	
The Usual Rules	https://www.librarything.com/work/32542	
Samurai Game	https://www.librarything.com/work/12016890	
Murder in the Place of Anubis (1994)	https://www.librarything.com/work/397428	
The Survivor: A Novel	https://www.librarything.com/work/12492547	
The Charlestown Connection	https://www.librarything.com/work/11358005	
Predestined	https://www.librarything.com/work/12374627	
The Heroines	https://www.librarything.com/work/3484206	
No Reservations: Around the World on an Empty Stomach	https://www.librarything.com/work/2881723	
The Line	https://www.librarything.com/work/8516645	
The Steep Approach to Garbadale (2007)	https://www.librarything.com/work/2350204	http://dbpedia.org/resource/The_Steep_Approach_to_Garbadale
A World I Never Made	https://www.librarything.com/work/7911314	
Quicksand (1930)	https://www.librarything.com/work/231101	
The Brambles (2006)	https://www.librarything.com/work/901464	
Something Reckless	https://www.librarything.com/work/4448018	
Starfarers	https://www.librarything.com/work/178750	
M. Butterfly (1988)	https://www.librarything.com/work/27074	
Utopia	https://www.librarything.com/work/123171	
The English Girl (2013)	https://www.librarything.com/work/13342546	
Death of a River Guide (1994)	https://www.librarything.com/work/51831	http://dbpedia.org/resource/Death_of_a_River_Guide
1,001 Things They Won't Tell You: An Insiders Guide to Spending, Saving,…	https://www.librarything.com/work/8309886	
The Demon's Covenant	https://www.librarything.com/work/8824150	
The End of Alice (1996)	https://www.librarything.com/work/73691	
Baygirl	https://www.librarything.com/work/13913767	
Leaving Microsoft to Change the World: An Entrepreneur's Odyssey to…	https://www.librarything.com/work/946607	
Countdown City	https://www.librarything.com/work/13651809	
Seeing Stars	https://www.librarything.com/work/9467093	
Train (2003)	https://www.librarything.com/work/8013	
America Pacifica (2011)	https://www.librarything.com/work/9609432	
Spock's World	https://www.librarything.com/work/18974	
Sometimes It Happens	https://www.librarything.com/work/10713070	
The Magician (1908)	https://www.librarything.com/work/171239	http://dbpedia.org/resource/The_Magician_King
All About Emily (2011)	https://www.librarything.com/work/11774241	
Dirty Work (Rapid Reads)	https://www.librarything.com/work/13480699	
Flood Tide	https://www.librarything.com/work/1182460	http://dbpedia.org/resource/Flood_Tide
Knowing God (1973)	https://www.librarything.com/work/10738	
Manuscript Found in Accra (2013)	https://www.librarything.com/work/13172926	
SEAL of My Dreams (Anthology 18-in-1)	https://www.librarything.com/work/11885920	
Once a Runner (1978)	https://www.librarything.com/work/319855	
Out of Sight (1996)	https://www.librarything.com/work/37361	http://dbpedia.org/resource/Out_of_Sight,_Out_of_Time
The Return of Sherlock Holmes / The Valley of Fear / His Last Bow / The…	https://www.librarything.com/work/12017338	
The Devil's Storybook	https://www.librarything.com/work/491578	
A Year of Cats and Dogs	https://www.librarything.com/work/8432634	
The Master Bedroom (2007)	https://www.librarything.com/work/2878024	
2 States: The Story of My Marriage (2009)	https://www.librarything.com/work/10210208	
Big Red Barn	https://www.librarything.com/work/66560	
38 Latin Stories Designed to Accompany Frederic M. Wheelock's Latin (1989)	https://www.librarything.com/work/57599	
The Trouble with Chickens: A J.J. Tully Mystery (2011)	https://www.librarything.com/work/10430693	
Venganza en Sevilla (2010)	https://www.librarything.com/work/9548801	
The New Yorkers	https://www.librarything.com/work/2369797	
Miss Hargreaves (1939)	https://www.librarything.com/work/218068	
Dreamland (1999)	https://www.librarything.com/work/250870	
The Rise of the American Circus, 1716-1899	https://www.librarything.com/work/11202668	
Rosalind Franklin: The Dark Lady of DNA (2002)	https://www.librarything.com/work/83263	
This is How (2009)	https://www.librarything.com/work/8185052	
Wolf's-head (Rogues of Bindar)	https://www.librarything.com/work/11730208	
Eye Contact (2006)	https://www.librarything.com/work/1075828	
Hey You! C'mere! A Poetry Slam	https://www.librarything.com/work/1484645	
The Forever Contract (A Dystopian YA Novella)	https://www.librarything.com/work/12869975	
Something About Sophie: A Novel (P.S.)	https://www.librarything.com/work/13382807	
The Seventh Scroll (1995)	https://www.librarything.com/work/3447	http://dbpedia.org/resource/The_Seventh_Scroll
Descriptionary	https://www.librarything.com/work/17222	
A User's Guide to the Universe: Surviving the Perils of Black Holes,…	https://www.librarything.com/work/9565527	
Key of Light (2003)	https://www.librarything.com/work/8186	
The Bell (1958)	https://www.librarything.com/work/19662	http://dbpedia.org/resource/The_Bell_Jar
One Writer's Beginnings	https://www.librarything.com/work/27094	
Tagging: People-Powered Metadata for the Social Web	https://www.librarything.com/work/4690003	
The Holy Terrors (1929)	https://www.librarything.com/work/102976	
Leeway Cottage	https://www.librarything.com/work/240318	
A Sister's Secret	https://www.librarything.com/work/3068045	
Jack of Fables Vol. 3: The Bad Prince	https://www.librarything.com/work/5070348	
The Arctic Grail: The Quest for the Northwest Passage and The North Pole,… (1988)	https://www.librarything.com/work/142157	
Things We Didn't Say	https://www.librarything.com/work/11144538	
Lord John and the Hand of Devils (2007)	https://www.librarything.com/work/2349106	
From Polders to Postmodernism: A Concise History of Archival Theory	https://www.librarything.com/work/7779821	
XO	https://www.librarything.com/work/12142700	
The Darwin Elevator	https://www.librarything.com/work/13650954	
Death: The High Cost of Living	https://www.librarything.com/work/5735	
Perfect	https://www.librarything.com/work/2494271	
In the Moon of Red Ponies (2004)	https://www.librarything.com/work/91812	
Damien	https://www.librarything.com/work/11069286	
Dead Head	https://www.librarything.com/work/9308155	
Mosquito (2007)	https://www.librarything.com/work/2690844	
Antic Hay (1923)	https://www.librarything.com/work/19303	http://dbpedia.org/resource/Antic_Hay
The Star Fraction	https://www.librarything.com/work/46072	http://dbpedia.org/resource/The_Star_Fraction
My Husband's Sweethearts	https://www.librarything.com/work/5308586	
A Year and Six Seconds (2011)	https://www.librarything.com/work/11275876	
The Mammoth Book of Haunted House Stories	https://www.librarything.com/work/38030	
Strange Maps: An Atlas of Cartographic Curiosities (2009)	https://www.librarything.com/work/8613364	
Witchlanders	https://www.librarything.com/work/11044027	
Some Hope (1994)	https://www.librarything.com/work/11843915	
The Wedding Challenge	https://www.librarything.com/work/6080589	
Swipe	https://www.librarything.com/work/12178284	
Encyclopedia of Demons in World Religions and Cultures	https://www.librarything.com/work/12064058	
Sanctuary (2005)	https://www.librarything.com/work/74684	
Settling Accounts: In at the Death	https://www.librarything.com/work/2012401	
Pomegranate Soup (2005)	https://www.librarything.com/work/43459	
My Wicked Little Lies	https://www.librarything.com/work/11858746	
Insomnia	https://www.librarything.com/work/12562188	
First as Tragedy, Then as Farce	https://www.librarything.com/work/8998398	
Roses Have Thorns: A Novel of Elizabeth I	https://www.librarything.com/work/13234531	
How to Live Forever (1995)	https://www.librarything.com/work/95254	
Heart Mate (2001)	https://www.librarything.com/work/39756	
Ha'penny (2007)	https://www.librarything.com/work/3079394	
Hollywood Crows	https://www.librarything.com/work/4790098	
You: The Owner's Manual (2005)	https://www.librarything.com/work/50697	
World Without Fish	https://www.librarything.com/work/10914787	
Joining the United States Navy: A Handbook (Joining the Military)	https://www.librarything.com/work/12579549	
A Voice of Her Own: Becoming Emily Dickinson (2009)	https://www.librarything.com/work/7910739	
The Châtelet Apprentice (2000)	https://www.librarything.com/work/942826	
From the Mouth of the Whale (2008)	https://www.librarything.com/work/11356174	
Apples and Oranges: My Brother and Me, Lost and Found	https://www.librarything.com/work/5024922	
Empire State	https://www.librarything.com/work/11826458	
Driftglass	https://www.librarything.com/work/151042	http://dbpedia.org/resource/Driftglass
The Darkest Hours	https://www.librarything.com/work/816890	
The Letters of J. R. R. Tolkien (1981)	https://www.librarything.com/work/3203545	http://dbpedia.org/resource/The_Letters_of_J._R._R._Tolkien
Havana Blue (1991)	https://www.librarything.com/work/3025365	
Who's Been Sleeping in Your Head: The Secret World of Sexual Fantasy (2007)	https://www.librarything.com/work/4485303	
His Father's Son	https://www.librarything.com/work/8513440	
Zombicorns	https://www.librarything.com/work/11332026	
Love in the Driest Season: A Family Memoir	https://www.librarything.com/work/423444	
Eight Million Ways to Die (1982)	https://www.librarything.com/work/24583	
Solitaire	https://www.librarything.com/work/153714	http://dbpedia.org/resource/Double_Solitaire
No Such Creature (2008)	https://www.librarything.com/work/6111817	
Child of the Owl (1977)	https://www.librarything.com/work/296161	
Too Late to Say Goodbye: A True Story of Murder and Betrayal (2007)	https://www.librarything.com/work/972467	
The Shame of the Nation: The Restoration of Apartheid Schooling in America (2005)	https://www.librarything.com/work/3604	
White Heat (2012)	https://www.librarything.com/work/11099419	
This is London	https://www.librarything.com/work/5718869	
Doctor Faustus: The Life of the German Composer Adrian Leverkuhn As Told… (1947)	https://www.librarything.com/work/57745	
The Ghost Sonata (Gilda Joyce) (2007)	https://www.librarything.com/work/3126284	
In a German Pension (1911)	https://www.librarything.com/work/50899	
Ice Blink: The Tragic Fate of Sir John Franklin's Lost Polar Expedition	https://www.librarything.com/work/145395	
The Hedgehog, the Fox, and the Magister's Pox: Mending the Gap Between…	https://www.librarything.com/work/46623	
Redwall: The Graphic Novel (2007)	https://www.librarything.com/work/2573893	
Burning Water	https://www.librarything.com/work/24121	
Endless Forms Most Beautiful: The New Science of Evo Devo (2005)	https://www.librarything.com/work/75075	
Hokwerda's kind (2002)	https://www.librarything.com/work/1484339	
Contest (1996)	https://www.librarything.com/work/49707	http://dbpedia.org/resource/Contest_(novel)
The Best of the Best: 20 Years of the Year's Best Science Fiction (2005)	https://www.librarything.com/work/307658	
Snow Sounds: An Onomatopoeic Story	https://www.librarything.com/work/1671015	
Happy Ever After	https://www.librarything.com/work/9549764	
Plague Town	https://www.librarything.com/work/12257480	
Born Under a Million Shadows (2009)	https://www.librarything.com/work/8231352	
The Other Countess	https://www.librarything.com/work/9688832	
J. Edgar Hoover: A Graphic Biography (2008)	https://www.librarything.com/work/4065141	
A River in the Sky	https://www.librarything.com/work/8959721	
The Vow: The True Events that Inspired the Movie (2000)	https://www.librarything.com/work/2315162	
Lola's Secret	https://www.librarything.com/work/11864355	
David Beckham: Level 1 (Penguin Longman Penguin Readers)	https://www.librarything.com/work/2579358	
Med Ship	https://www.librarything.com/work/114457	
Smitten: Love is on the Way [4-in-1]	https://www.librarything.com/work/11086950	
Hoops (2008)	https://www.librarything.com/work/722890	
Tomato Rhapsody: A Fable of Love, Lust & Forbidden Fruit (2009)	https://www.librarything.com/work/8075947	
The Firemaster's Mistress	https://www.librarything.com/work/698073	
Dark Matter (2010)	https://www.librarything.com/work/9950485	
Jasmine Nights	https://www.librarything.com/work/8325221	
The Diary of Ma Yan: The Struggles and Hopes of a Chinese Schoolgirl (2002)	https://www.librarything.com/work/1251243	
Nothing But the Truth (and a Few White Lies)	https://www.librarything.com/work/749014	
The One Who Got Away	https://www.librarything.com/work/13806127	
The Dream (1888)	https://www.librarything.com/work/719141	
Lemon Tart	https://www.librarything.com/work/7810532	
The House of Blue Mangoes: A Novel (2001)	https://www.librarything.com/work/41626	
Travels (1988)	https://www.librarything.com/work/57295	http://dbpedia.org/resource/Travels_(book)
Cleaving: A Story of Marriage, Meat, and Obsession	https://www.librarything.com/work/8573102	
Valentine Princess	https://www.librarything.com/work/1063593	http://dbpedia.org/resource/The_Princess_Diaries,_Volume_VII_and_3/4:_Valentine_Princess
Twice Bitten	https://www.librarything.com/work/9148469	
Unknown	https://www.librarything.com/work/8648357	
Transmetropolitan Vol. 10: One More Time	https://www.librarything.com/work/11645	
A Secret Alchemy	https://www.librarything.com/work/7514315	
A Winter Haunting	https://www.librarything.com/work/136620	http://dbpedia.org/resource/A_Winter_Haunting
About My Sisters (2014)	https://www.librarything.com/work/736202	
Stiff Upper Lip, Jeeves (1963)	https://www.librarything.com/work/18987	http://dbpedia.org/resource/Stiff_Upper_Lip,_Jeeves
The Testament of Gideon Mack (2006)	https://www.librarything.com/work/1328593	http://dbpedia.org/resource/The_Testament_of_Gideon_Mack
His Darkest Hunger	https://www.librarything.com/work/8474280	
Between the Lines	https://www.librarything.com/work/12189768	
College Acceleration: Innovating Through the New American Research High…	https://www.librarything.com/work/12139690	
All Passion Spent (1931)	https://www.librarything.com/work/19243	http://dbpedia.org/resource/All_Passion_Spent
Snowmen at Night (2002)	https://www.librarything.com/work/108857	
Uprising (2007)	https://www.librarything.com/work/3381485	
The Librarian (2004)	https://www.librarything.com/work/57065	
The Flounder (1977)	https://www.librarything.com/work/53749	http://dbpedia.org/resource/The_Flounder
The Futurological Congress (1972)	https://www.librarything.com/work/18227	http://dbpedia.org/resource/The_Futurological_Congress
Back on Murder	https://www.librarything.com/work/9255694	
Believing Is Seeing: Observations on the Mysteries of Photography	https://www.librarything.com/work/11087714	
Notting Hell (2006)	https://www.librarything.com/work/1581201	
Pacific Crucible : War at Sea in the Pacific, 1941-1942 (2011)	https://www.librarything.com/work/11725469	
Persuader (2003)	https://www.librarything.com/work/72799	http://dbpedia.org/resource/Persuader_(novel)
The Glimpses of the Moon (1922)	https://www.librarything.com/work/172871	
Kitty Raises Hell	https://www.librarything.com/work/5476294	
Hot Ticket	https://www.librarything.com/work/11322423	
Doctor No	https://www.librarything.com/work/22512	http://dbpedia.org/resource/Frankenstein
For Camelot's Honor	https://www.librarything.com/work/133529	
Everything Beautiful Began After	https://www.librarything.com/work/11247190	
The Fabric of Reality: The Science of Parallel Universes and Its…	https://www.librarything.com/work/12286	
Wicked Game	https://www.librarything.com/work/5916358	
The Heroin Chronicles	https://www.librarything.com/work/13497765	
Two Times the Fun	https://www.librarything.com/work/2816253	
The End of the World (2011)	https://www.librarything.com/work/11114688	
Meet Me at the Cupcake Café (2011)	https://www.librarything.com/work/10819108	
The Sunbird (1972)	https://www.librarything.com/work/324296	
A Stitch in Time (2000)	https://www.librarything.com/work/56720	
Broken Glass Park (2008)	https://www.librarything.com/work/5635288	
A Hymn Before Battle (2000)	https://www.librarything.com/work/86825	http://dbpedia.org/resource/A_Hymn_Before_Battle
The Sewing Circles of Herat: A Personal Voyage Through Afghanistan (2002)	https://www.librarything.com/work/5495	
The End Games	https://www.librarything.com/work/13234404	
A Fair Maiden	https://www.librarything.com/work/8253870	
Rules of Deception	https://www.librarything.com/work/5098417	
Little Star	https://www.librarything.com/work/3936970	
Blood and Magick	https://www.librarything.com/work/13292352	
Helter Skelter: The True Story of the Manson Murders (1974)	https://www.librarything.com/work/32488	
The Cave (2000)	https://www.librarything.com/work/3773122	
The Last Legion (2002)	https://www.librarything.com/work/287212	
Shakespeare's Trollop	https://www.librarything.com/work/71972	
His Wicked Kiss	https://www.librarything.com/work/642610	
Memory Book: A Benny Cooperman Detective Novel (Benny Cooperman Mysteries) (2005)	https://www.librarything.com/work/663546	
Who I Am	https://www.librarything.com/work/12521942	
Sleep Like a Tiger (2012)	https://www.librarything.com/work/13034479	
Melancholy Baby	https://www.librarything.com/work/74063	
In the Company of Crows and Ravens (2005)	https://www.librarything.com/work/599003	
Except the Dying	https://www.librarything.com/work/87652	
Ring Around the Rosy	https://www.librarything.com/work/13480757	
Arming the Luftwaffe: The German Aviation Industry in World War II	https://www.librarything.com/work/11458521	
Loose Diamonds: ...And Other Things I've Lost (And Found) Along the Way (2011)	https://www.librarything.com/work/11442709	
The Red Thread	https://www.librarything.com/work/9478018	
Incarnation	https://www.librarything.com/work/12920085	
Wild Rain	https://www.librarything.com/work/1186164	
Written in Red	https://www.librarything.com/work/12677119	
Crow Call (2009)	https://www.librarything.com/work/8551235	
Harald Hardrada: The Last Viking	https://www.librarything.com/work/11100397	
Game Changers: Book 1	https://www.librarything.com/work/12273077	
Horseman, Pass By	https://www.librarything.com/work/72790	
A Betrayal in Winter	https://www.librarything.com/work/3187656	
The Custom of the Sea: A Shocking True Tale of Shipwreck, Murder, and the… (1999)	https://www.librarything.com/work/186944	
Color Zoo (1989)	https://www.librarything.com/work/637440	
Bloodfeud: Murder and Revenge in Anglo-Saxon England (2002)	https://www.librarything.com/work/99198	
The Nightmare Garden	https://www.librarything.com/work/11407747	
Freeman Walker	https://www.librarything.com/work/5736067	
First Man: The Life of Neil A. Armstrong	https://www.librarything.com/work/136202	
Apex Hides the Hurt (2006)	https://www.librarything.com/work/343455	http://dbpedia.org/resource/Apex_Hides_the_Hurt
Not Me	https://www.librarything.com/work/1093737	
What Men Live By (1881)	https://www.librarything.com/work/663266	
You Deserve Nothing (2011)	https://www.librarything.com/work/11245946	
The Killing Way (2009)	https://www.librarything.com/work/7966033	
Even Silence Has an End: My Six Years of Captivity in the Colombian Jungle (2010)	https://www.librarything.com/work/9950543	
Bergdorf Blondes	https://www.librarything.com/work/8178	http://dbpedia.org/resource/Bergdorf_Blondes
Risk Teaching: Reflections from Inside and Outside the Classroom	https://www.librarything.com/work/11903782	
You Belong to Me	https://www.librarything.com/work/10713602	
Blue Moon Promise	https://www.librarything.com/work/12204289	
Bounce	https://www.librarything.com/work/2945123	
Lady Luck	https://www.librarything.com/work/12081274	
The Loud Silence of Francine Green (2006)	https://www.librarything.com/work/986359	
Good Enough to Eat: A Kid's Guide to Food and Nutrition	https://www.librarything.com/work/760924	
Across The Galaxy	https://www.librarything.com/work/11155361	
Downpour	https://www.librarything.com/work/10313044	
Delavier's Anatomy for Bigger, Stronger Arms	https://www.librarything.com/work/13182372	
Decisive Moments in History: Fourteen Historical Miniatures (1927)	https://www.librarything.com/work/2541643	
Hunter of Worlds (1977)	https://www.librarything.com/work/48699	http://dbpedia.org/resource/Hunter_of_Worlds
Pearl Harbor: A Novel of December 8th	https://www.librarything.com/work/3133606	
Then Came You	https://www.librarything.com/work/10863414	
Tasting Fear	https://www.librarything.com/work/7801136	
The Misted Cliffs (2005)	https://www.librarything.com/work/31318	
Claim of Innocence	https://www.librarything.com/work/11407071	
The Murder Book (2002)	https://www.librarything.com/work/60680	http://dbpedia.org/resource/The_Murder_Book
Wrapped in Rain	https://www.librarything.com/work/714229	
A Time to Keep Silence (1957)	https://www.librarything.com/work/27580	
The Greatest Story Ever Sold: The Decline and Fall of Truth from 9/11 to…	https://www.librarything.com/work/953618	
A History of the Arab Peoples (1991)	https://www.librarything.com/work/45708	http://dbpedia.org/resource/A_History_of_the_Arab_Peoples
The Quiet War (2008)	https://www.librarything.com/work/3276602	
Always My Brother	https://www.librarything.com/work/8402770	
The Secret Crush	https://www.librarything.com/work/9406911	
Team Rodent : How Disney Devours the World	https://www.librarything.com/work/87159	
Forbidden knowledge: from Prometheus to pornography (1996)	https://www.librarything.com/work/110084	
Night Prey (1994)	https://www.librarything.com/work/32197	
Anthills of the Savannah (1987)	https://www.librarything.com/work/17764	http://dbpedia.org/resource/Anthills_of_the_Savannah
Hello, Gorgeous!	https://www.librarything.com/work/119533	
The way meat loves salt (1998)	https://www.librarything.com/work/1220717	
The Children of Willesden Lane (2002)	https://www.librarything.com/work/313060	
Bury the Chains: Prophets and Rebels in the Fight to Free an Empire's… (2005)	https://www.librarything.com/work/17816	
The Rescue Artist: A True Story of Art, Thieves, and the Hunt for a… (2005)	https://www.librarything.com/work/40797	
Craved	https://www.librarything.com/work/11826508	
Personal Effects	https://www.librarything.com/work/12321063	
Black Water	https://www.librarything.com/work/912164	
The Multiple Sclerosis Manifesto: Action To Take, Principles to Live By	https://www.librarything.com/work/9700633	
Buddha	https://www.librarything.com/work/1138121	
Junie B. Jones Smells Something Fishy (1998)	https://www.librarything.com/work/62159	
The Sibyl in Her Grave (2000)	https://www.librarything.com/work/52871	
The Red Heart of Jade (2006)	https://www.librarything.com/work/2419959	
Conversations With my Ancestors. The Story of a Jewish Family in Hungary	https://www.librarything.com/work/10936505	
Empire of Dragons (2005)	https://www.librarything.com/work/921320	
Let It Bleed (1996)	https://www.librarything.com/work/122412	http://dbpedia.org/resource/Let_It_Bleed_(novel)
We Had It So Good	https://www.librarything.com/work/10802913	
Books of Blood 1-3	https://www.librarything.com/work/12971	
All Over You	https://www.librarything.com/work/13394849	
Iron's Prophecy	https://www.librarything.com/work/12762259	
Junie B., First Grader: Jingle Bells, Batman Smells! (P.S. So Does May) (2005)	https://www.librarything.com/work/2470811	
Einstein: His Life and Universe (2007)	https://www.librarything.com/work/1816450	
Flood (1985)	https://www.librarything.com/work/23068	http://dbpedia.org/resource/Corby_Flood
Green Hills of Africa (1935)	https://www.librarything.com/work/41724	
End of Story	https://www.librarything.com/work/2796502	
Memoirs of a Master Forger (2008)	https://www.librarything.com/work/5653717	
Up in the Old Hotel (1992)	https://www.librarything.com/work/64901	
Surface Tension: A Novel in Four Summers	https://www.librarything.com/work/7242131	
The Black Doll: A Silent Screenplay (2009)	https://www.librarything.com/work/598698	
The Borrowers Afloat (1959)	https://www.librarything.com/work/38463	http://dbpedia.org/resource/The_Borrowers_Afloat
100 Girls	https://www.librarything.com/work/5816649	
Galveston (2004)	https://www.librarything.com/work/431061	
Hotel Noir	https://www.librarything.com/work/12772769	
Agent to the Stars (2005)	https://www.librarything.com/work/7387	http://dbpedia.org/resource/Agent_to_the_Stars
Nowhere to Go	https://www.librarything.com/work/11151973	
The Life of an Unknown Man	https://www.librarything.com/work/7632248	
The Hollow City	https://www.librarything.com/work/12535605	
Little Boy Lost (1949)	https://www.librarything.com/work/75967	
The Scientists: A History of Science Told Through the Lives of Its… (2003)	https://www.librarything.com/work/185196	
Fast-Tracked	https://www.librarything.com/work/11511953	
Boyfriends, Burritos & an Ocean of Trouble (Real Life)	https://www.librarything.com/work/10084603	
Isaac Newton	https://www.librarything.com/work/2885025	
